,line_urn,heat,heat_scaled
29002,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:401,-3.5427966593907025,-1.4010545933025453
29028,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:427,-3.5427966593907025,-1.4010545933025453
142,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:144,-3.5427966593907025,-1.4010545933025453
43696,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:307,-3.5427556121591985,-1.4010383605300296
18561,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:578,-3.542711827913263,-1.4010210453621608
14090,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1239,-3.5426464619877636,-1.4009951953800788
23940,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1014,-3.542055644165983,-1.400761547191206
41695,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:20,-3.541611599257449,-1.4005859426565554
24363,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1435,-3.541611599257449,-1.4005859426565554
26708,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:589,-3.5414738333061546,-1.400531460946929
10559,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:61,-3.5413221767774883,-1.4004714859902716
3697,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:736,-3.541099890338269,-1.40038357932595
8339,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1080,-3.540494190250486,-1.4001440457111989
18776,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:823,-3.5399999820439945,-1.3999486033123478
5132,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:527,-3.5395136582582145,-1.399756278931525
15598,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:249,-3.5386199831497294,-1.3994028610709925
44703,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1351,-3.538517209639621,-1.3993622176719351
4592,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1600,-3.5384420244961703,-1.3993324845258623
783,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:788,-3.5383921667687463,-1.3993127675043295
7048,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1066,-3.5383921667687463,-1.3993127675043295
38324,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:877,-3.538319574122349,-1.3992840596019427
823,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:828,-3.5382290147541737,-1.3992482464771863
4208,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1241,-3.5382169091235918,-1.3992434591154035
2858,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:978,-3.5381064221067766,-1.3991997652889463
31995,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:759,-3.5380631648591323,-1.3991826585308305
15638,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:287,-3.5377519885869244,-1.3990595989856691
35108,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1040,-3.5376704056403367,-1.3990273357278415
5333,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:741,-3.537359183364808,-1.3989042579899444
13133,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:303,-3.5371008758220466,-1.398802106214366
7343,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:67,-3.5370246140188035,-1.3987719472862647
32021,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:785,-3.535589122565633,-1.3982042596407491
18560,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:577,-3.535523900061623,-1.3981784663769474
19225,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1308,-3.5349591522849613,-1.3979551279969558
35305,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1241,-3.534828489741526,-1.397903455441556
36266,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:663,-3.5347504116142545,-1.397872578219585
25506,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:835,-3.5345644520550925,-1.3977990375906466
23008,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:102,-3.5343724556646072,-1.3977231096019276
33905,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:901,-3.53411712567098,-1.3976221353449292
11797,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:43,-3.534069898235673,-1.3976034585137338
40297,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:278,-3.533887020475129,-1.3975311366304712
10688,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:185,-3.5338392112626558,-1.3975122297263565
39622,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:528,-3.5336476591514216,-1.397436477434847
13921,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1083,-3.533061014149371,-1.3972044794530878
39337,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:242,-3.5328037905569643,-1.397102756342705
18092,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:87,-3.53245530559597,-1.396964942490475
33539,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:532,-3.53243446504638,-1.3969567007677521
17706,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:992,-3.5322114747455347,-1.3968685157502936
13731,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:895,-3.532186223014593,-1.3968585295566092
42941,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1244,-3.5319299522713985,-1.3967571832654158
34467,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:384,-3.531787277643807,-1.396700760342637
9561,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:842,-3.531695204264673,-1.3966643484784633
13159,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:329,-3.531424646586558,-1.3965573521944197
29552,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:967,-3.531358140111366,-1.3965310511640445
10308,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1595,-3.531104250590532,-1.3964306465646403
5473,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:883,-3.5304239971195694,-1.3961616296433401
5394,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:802,-3.5304076926388266,-1.3961551817803008
9149,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:451,-3.530374139392145,-1.396141912621807
6970,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:985,-3.5302261461511515,-1.3960833863698074
28182,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:1025,-3.530150599084152,-1.396053510095382
926,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:944,-3.5298610719782064,-1.395939012053109
15279,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:1027,-3.529712876253762,-1.3958804057258478
41364,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1364,-3.529559150918593,-1.39581961262716
25841,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:1160,-3.5292213511538093,-1.3956860244036267
9265,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:555,-3.528869236613546,-1.3955467751772574
30577,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:695,-3.5284089085863006,-1.3953647312275184
31572,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:358,-3.528333902304457,-1.3953350688150776
40483,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:468,-3.528135666601557,-1.3952566733922502
14460,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:206,-3.527970724628875,-1.395191444498054
36368,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:42,-3.52782687642771,-1.3951345574671694
8277,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1019,-3.5276618368354917,-1.395069289967794
39853,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:767,-3.5273921883095856,-1.3949626532222734
1252,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1250,-3.5273423305821616,-1.3949429362007408
35639,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:59,-3.527142757667535,-1.3948640119565296
30579,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:697,-3.5263341819301335,-1.3945442479791315
24787,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:122,-3.52625532024735,-1.3945130608878242
26444,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:331,-3.525554852956197,-1.3942360500937876
26457,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:344,-3.525554852956197,-1.3942360500937876
37433,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:35,-3.525155628586802,-1.3940781705454324
6251,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:255,-3.525146940018726,-1.3940747345146967
17981,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:1264,-3.5246586039996926,-1.393881614364623
22662,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:912,-3.5244227230313117,-1.3937883315301858
22684,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:935,-3.5243329198456292,-1.3937528174496756
9189,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:491,-3.5241543841059744,-1.3936822126867832
39304,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:210,-3.5238748461283174,-1.393571665002213
29317,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:723,-3.5238586157282743,-1.39356524643555
24338,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1410,-3.5237601251056994,-1.393526296771648
43487,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:85,-3.523735008968773,-1.3935163642007473
11695,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:1178,-3.5237316532584444,-1.3935150371323823
37789,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:376,-3.5236443101341903,-1.3934804959218094
34725,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:652,-3.523124694637958,-1.3932750058111032
34591,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:518,-3.5230438898219467,-1.3932430502772362
58,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:59,-3.5230438898219463,-1.3932430502772357
26517,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:398,-3.5227019510256596,-1.3931078252086744
8454,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1194,-3.5224416831497294,-1.393004898188549
16163,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:803,-3.5224223898628275,-1.3929972683551626
19564,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:302,-3.5221611388920326,-1.3928939525547293
6946,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:961,-3.521922048672198,-1.3927994005713897
36812,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:483,-3.521428131160727,-1.3926040731324512
44712,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1365,-3.521200287543788,-1.392513968794902
13559,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:725,-3.5211076357916955,-1.3924773282040561
14904,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:654,-3.5210502817843015,-1.392454646660849
36790,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:461,-3.520641793725108,-1.3922931036408381
35866,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:276,-3.520641793725108,-1.3922931036408381
2377,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:489,-3.520641793725108,-1.3922931036408381
42347,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:658,-3.520641793725108,-1.3922931036408381
10857,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:353,-3.520641793725108,-1.3922931036408381
1932,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:28,-3.5206199970229486,-1.3922844837925612
34721,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:648,-3.5206043477963402,-1.392278295060063
14210,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1357,-3.520601820704873,-1.392277295682044
26166,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:49,-3.5203736612660683,-1.3921870664477762
1330,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1332,-3.5203736612660683,-1.3921870664477762
31519,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:306,-3.5203736612660683,-1.3921870664477762
28019,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:862,-3.5203736612660683,-1.3921870664477762
6445,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:449,-3.5203736612660683,-1.3921870664477762
41421,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1420,-3.5203736612660683,-1.3921870664477762
31349,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:138,-3.5203736612660683,-1.3921870664477762
30575,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:693,-3.5203736612660683,-1.3921870664477762
5004,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:396,-3.5203736612660683,-1.3921870664477762
42038,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:351,-3.5199656526339402,-1.3920257130247298
4596,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1603,-3.519876050406979,-1.3919902784165026
40544,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:530,-3.519838978982141,-1.3919756179391896
24111,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1183,-3.519083982207156,-1.3916770426041594
23640,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:742,-3.5189903712349873,-1.391640022674666
11694,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:1177,-3.5188974284232,-1.3916032669796916
26134,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:17,-3.518877207188093,-1.39159527017461
18556,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:573,-3.518699107811642,-1.3915248379784015
187,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:194,-3.518595882418568,-1.3914840158751263
6998,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1013,-3.5185396817451426,-1.3914617904359552
2229,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:341,-3.518285043469652,-1.39136108972976
11165,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:662,-3.5176606575209686,-1.3911141664977766
19128,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1211,-3.5172224852610334,-1.390940884394269
25419,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:752,-3.517200302228834,-1.3909321117657085
16793,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:75,-3.5170661906623026,-1.3908790752399445
29448,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:860,-3.51697778582787,-1.3908441141594028
42584,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:892,-3.5169406467822824,-1.390829426940402
21107,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:854,-3.51675379010453,-1.390755531531824
12765,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:1014,-3.516693804307667,-1.3907318092061283
14743,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:489,-3.516693804307667,-1.3907318092061283
27328,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:172,-3.5164631177773953,-1.3906405805938415
22775,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:1035,-3.5159416418051133,-1.3904343547286553
27105,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:992,-3.515815550559595,-1.3903844899648279
36739,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:410,-3.5156933032085984,-1.3903361453294736
12181,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:430,-3.5156273467299988,-1.3903100618038904
43383,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1673,-3.514895193985218,-1.3900205204994651
37347,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:1012,-3.5148246719658545,-1.3899926314590663
12813,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:1060,-3.5146756401514305,-1.3899336944868885
274,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:283,-3.514631375802452,-1.3899161894547292
19011,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1084,-3.5146257824240066,-1.3899139774653557
28794,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:192,-3.5146257824240066,-1.3899139774653557
39228,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:140,-3.514625782424006,-1.3899139774653555
15338,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:1086,-3.5145759246965826,-1.389894260443823
9864,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1137,-3.514524685362103,-1.3898739970440763
16926,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:206,-3.5142946151896854,-1.3897830121801855
22497,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:756,-3.514146480558968,-1.3897244300133982
6513,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:519,-3.513904021295597,-1.3896285456888677
30391,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:523,-3.513894695168359,-1.3896248575253458
22630,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:883,-3.5136513277068553,-1.3895286140395968
14143,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1292,-3.513441224490423,-1.3894455254221145
16171,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:811,-3.5134182446714783,-1.3894364376917192
13629,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:795,-3.513299804445624,-1.389389598643809
22174,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:429,-3.5132276777342653,-1.3893610750027525
36398,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:72,-3.5130870520673136,-1.3893054623736458
21330,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:1070,-3.51296077497165,-1.3892555241124591
26248,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:131,-3.5129087224910056,-1.3892349391412875
16550,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1188,-3.5128085366687998,-1.3891953190840618
16050,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:693,-3.512450856131453,-1.3890538686967082
25574,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:901,-3.5124054916168914,-1.3890359285867868
7892,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:621,-3.512074858451373,-1.3889051745075143
36607,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:279,-3.511689839024737,-1.3887529125269207
44620,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1263,-3.5111992849900266,-1.3885589152277045
22715,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:966,-3.510956053535044,-1.3884627255278708
28807,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:205,-3.510533610870645,-1.3882956639400161
17663,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:949,-3.510533610870645,-1.3882956639400161
15132,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:882,-3.5102212898020504,-1.38817215166714
33791,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:784,-3.5102212898020504,-1.38817215166714
41294,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1294,-3.5102212898020504,-1.38817215166714
26505,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:386,-3.5102181379082156,-1.3881709052012094
493,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:500,-3.5096208694898063,-1.3879347060225666
21692,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:1431,-3.5094944922375433,-1.3878847281528792
43835,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:446,-3.509454487622918,-1.3878689076995867
34413,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:330,-3.5092482704024235,-1.3877873558602438
38913,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1455,-3.508900835616358,-1.387649957316187
39969,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:928,-3.508488267361575,-1.3874868007187335
38302,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:855,-3.5083952326733705,-1.3874500086897867
43594,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:203,-3.508280680160232,-1.3874047070989428
8579,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1318,-3.5074344788948713,-1.3870700635154478
17621,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:907,-3.5072392258405505,-1.3869928476278561
7482,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:204,-3.507189480992066,-1.3869731752460732
30776,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:907,-3.5067907548074397,-1.3868154927127108
105,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:106,-3.506714759881798,-1.3867854393255497
7930,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:663,-3.5065565157129255,-1.3867228591830867
16027,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:671,-3.5064589786431197,-1.3866842866166067
14274,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:26,-3.5059217073257565,-1.3864718142340764
1954,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:50,-3.5057041483758744,-1.3863857771296781
20492,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:227,-3.505234578164915,-1.3862000782132022
9986,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1264,-3.5051061891352795,-1.3861493047545494
39628,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:534,-3.5051061891352795,-1.3861493047545494
13054,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:225,-3.5050914809050004,-1.3861434881538321
27485,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:326,-3.505056331407856,-1.386129587733017
1196,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1208,-3.505056331407856,-1.386129587733017
4222,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1255,-3.505056331407856,-1.386129587733017
3706,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:744,-3.505056331407856,-1.386129587733017
8631,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1370,-3.505056331407856,-1.386129587733017
36297,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:684,-3.505056331407856,-1.386129587733017
38353,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:906,-3.5050563314078556,-1.386129587733017
37554,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:154,-3.5050563314078556,-1.386129587733017
4043,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1082,-3.5050563314078556,-1.386129587733017
9769,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1041,-3.5047375963508527,-1.3860035389476664
26902,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:783,-3.5043118087374228,-1.3858351545471714
26931,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:813,-3.5043118087374228,-1.3858351545471714
24269,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1346,-3.504250659747891,-1.385810972218662
20463,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:197,-3.5039522167274626,-1.3856929482379454
37237,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:902,-3.503925802878106,-1.385682502466278
4139,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1173,-3.5039183717519253,-1.3856795637106933
12244,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:494,-3.503706608780856,-1.3855958187171664
17188,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:462,-3.5028236743101684,-1.3852466484105772
36019,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:422,-3.502788362964087,-1.3852326839840579
4430,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1441,-3.50260149152027,-1.385158782736008
36068,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:471,-3.502111904481475,-1.384965167850517
13064,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:235,-3.5020333639392436,-1.3849341077592858
38604,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1155,-3.5020245225978712,-1.3849306113119502
12348,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:598,-3.5019453804981904,-1.384899313325376
18849,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:913,-3.5016092347422267,-1.3847663792056135
24334,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1407,-3.5009269380658448,-1.3844965542666334
24979,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:313,-3.5007016965133233,-1.384407478956334
7281,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:5,-3.500659212017025,-1.3843906777948773
8764,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:80,-3.5001522134944665,-1.3841901772646126
17234,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:512,-3.499104909080857,-1.383776004281982
21950,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:214,-3.4986254410775652,-1.3835863911280424
42950,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1253,-3.4986254410775652,-1.3835863911280424
33005,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1749,-3.4986254410775652,-1.3835863911280424
35280,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1221,-3.4985494456341537,-1.3835563375361208
1391,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1393,-3.4979506631414337,-1.383319539593007
23183,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:283,-3.4978244970931374,-1.383269645247246
16376,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1014,-3.497661654151242,-1.3832052464477482
26866,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:747,-3.4969760630520295,-1.382934118677507
34998,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:931,-3.4968961397783294,-1.382902511763395
13281,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:451,-3.496736289357679,-1.3828392964034335
3845,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:883,-3.496668378988022,-1.382812440180938
15666,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:315,-3.496620529642832,-1.3827935174057098
9805,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1079,-3.496424572571142,-1.3827160231033897
32048,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:809,-3.4963938150135814,-1.382703859544077
29974,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:116,-3.4958325523499503,-1.3824818994067813
29503,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:915,-3.4958322761009084,-1.382481790159758
3253,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:299,-3.49576861021467,-1.3824566124849078
10150,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1428,-3.4953456138387855,-1.382289331923148
16512,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1150,-3.495129139789527,-1.3822037238597442
20758,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:496,-3.4950792820621035,-1.3821840068382116
14705,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:451,-3.4950792820621035,-1.3821840068382116
15096,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:846,-3.4945296053429615,-1.3819666285446695
43455,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:53,-3.4943485055774555,-1.3818950097974756
18173,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:175,-3.4942364066681204,-1.3818506785227997
37664,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:253,-3.4934857802208557,-1.3815538315025209
27540,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:378,-3.4933214338389824,-1.381488838144066
12656,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:911,-3.493271731488277,-1.3814691825686976
21764,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:32,-3.4932717314882766,-1.3814691825686973
