,line_urn,heat,heat_scaled
19997,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:728,-25.286642478646563,-10.0
41539,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1537,-22.200133526361657,-8.779391548367354
13489,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:655,-22.01062227772058,-8.704446348030414
36884,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:555,-21.822301739070266,-8.62997203266437
32548,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1290,-21.392082217629525,-8.45983496452492
28619,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:3,-21.262414049510955,-8.40855565046491
43872,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:486,-20.72146477636072,-8.194628762540962
34156,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:63,-20.721281407683946,-8.194556246517164
24950,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:284,-20.6260805042949,-8.156907553746095
4219,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1252,-20.53939767862224,-8.122627468619783
10207,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1491,-20.478671595692138,-8.098612385169545
7303,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:27,-20.416752417976465,-8.074125473643841
13414,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:582,-20.36078884458091,-8.051993799404046
30618,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:736,-20.316035628837906,-8.034295437203214
42231,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:540,-20.304400769955787,-8.029694249484464
38701,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1252,-20.210177950773108,-7.992432355477678
19217,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1300,-19.862927522232226,-7.855106718499927
42671,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:979,-19.796718301942196,-7.828923242245244
13490,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:656,-19.762287761987835,-7.815307144345558
18010,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:5,-19.633121230718814,-7.764226210457994
25500,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:829,-19.43372144010412,-7.685370430856934
18237,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:239,-19.38416550614879,-7.665772758292386
28976,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:375,-19.239961929311345,-7.608745188515491
29640,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:1060,-19.230793155811746,-7.605119253001378
9633,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:905,-19.19874977997569,-7.59244719665261
32681,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1425,-19.193834845041973,-7.59050350842359
42742,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1050,-19.08023529360748,-7.54557878125571
41136,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1136,-19.070209571591207,-7.54161395198874
12271,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:521,-19.007316877311442,-7.516742048044643
7234,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1255,-19.00038422458787,-7.514000421618981
6491,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:497,-18.99274984045244,-7.510981284482892
44629,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1272,-18.87349616619945,-7.4638205456249365
15120,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:870,-18.617983258707376,-7.362773952464994
3957,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:994,-18.576122031964566,-7.346219272744995
5860,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1282,-18.56407014758662,-7.3414531657428
5392,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:800,-18.502436641816153,-7.317079227675494
4378,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1389,-18.495034111247975,-7.314151780674798
16454,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1092,-18.366814047250262,-7.263445142137876
20689,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:428,-18.346358720244247,-7.255355761737418
31276,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:66,-18.29450246873175,-7.23484839245884
487,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:494,-18.26816746124166,-7.2244338000461354
35471,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1408,-18.2306306320986,-7.209589271289595
21254,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:995,-18.1876948158196,-7.192609628256616
4212,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:1245,-18.172868172629045,-7.186746199292855
34989,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:922,-18.12331963283182,-7.167151450864285
20889,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:629,-18.084511464416096,-7.151804151020704
20780,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:522,-18.031916144516646,-7.131004505538366
17919,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:1208,-17.97490868241489,-7.108460009111093
24250,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1328,-17.96835031279429,-7.105866398818172
42744,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1052,-17.919491223832363,-7.086544304553114
26767,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:648,-17.887687264071428,-7.073966929052276
23346,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:446,-17.845402095958935,-7.057244595057877
27967,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:811,-17.830856677413447,-7.051492380797809
12229,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:479,-17.78351267978611,-7.03276945320182
32981,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1725,-17.765456436195734,-7.025628828025653
2326,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:438,-17.758781051841687,-7.0229889424181895
18269,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:271,-17.689936507532174,-6.995763285881285
9080,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:382,-17.689359285616053,-6.995535014406885
20107,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:836,-17.630776850286402,-6.972367670075141
29422,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:830,-17.62082579830491,-6.968432370246429
10817,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:313,-17.593059006913272,-6.957451556397739
667,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:675,-17.584787577216282,-6.954180489586883
44568,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1210,-17.569547126760288,-6.9481534140394405
10426,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1713,-17.54730609147054,-6.93935784724621
9665,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:937,-17.545603719634087,-6.93868461756066
21224,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:969,-17.54327695020574,-6.937764460038636
19472,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:206,-17.520963260924024,-6.928940161082949
17761,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:1052,-17.498483231262966,-6.920050080211183
11114,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:606,-17.48063554881322,-6.912991933814397
36864,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:535,-17.460925753575175,-6.905197385663259
28408,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:1260,-17.418159075865187,-6.888284631134419
19090,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:1173,-17.35399772429868,-6.862911016736742
5073,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:468,-17.334384367687502,-6.855154606755568
5657,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1073,-17.25846064741921,-6.825129378877882
17416,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:693,-17.24551727878532,-6.820010720422211
24070,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1143,-17.23355729282578,-6.81528095609322
44831,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1484,-17.225251468238678,-6.811996287282755
14372,urn:cts:greekLit:tlg0085.tlg003.perseus-grc2:124,-17.189600326847255,-6.797897483370164
29725,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:1145,-17.18653609913014,-6.7966856863829985
18373,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:390,-17.14187301013676,-6.77902296622112
9490,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:780,-17.098790139348154,-6.761985168172214
38823,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1369,-17.05112138054171,-6.743133808666223
27673,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:511,-16.935269956198013,-6.697318542981375
28008,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:852,-16.90468784089965,-6.685224365067408
43319,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1619,-16.865378524405568,-6.669678878343626
7217,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1238,-16.86022378175614,-6.6676403543862515
41663,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1661,-16.831257483013935,-6.6561851765125315
35246,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1189,-16.805767625198218,-6.646104811815146
21282,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:1022,-16.788686278373135,-6.639349724879619
13450,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:617,-16.731010713534495,-6.616541016729716
20007,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:736,-16.720182152363147,-6.612258692106946
35241,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1184,-16.701075473114287,-6.604702655648174
17130,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:404,-16.679497146298385,-6.5961691673315155
39511,urn:cts:greekLit:tlg0085.tlg001.perseus-grc2:417,-16.658092589824694,-6.587704399226472
24092,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1164,-16.644406761888835,-6.582292123576426
2607,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:722,-16.63864053072284,-6.580011776879207
13495,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:661,-16.6354190563568,-6.578737794234511
21605,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:1350,-16.633863320675392,-6.578122554120004
31524,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:310,-16.622875055865364,-6.573777072184509
16547,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:1185,-16.597676845864356,-6.5638120441969905
18505,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:522,-16.597400923658395,-6.563702926426139
42605,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:913,-16.58992222450239,-6.560745357360843
17411,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:688,-16.589857690491982,-6.560719836372652
6370,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:374,-16.49974427946935,-6.525083072378093
41197,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1197,-16.493984324054647,-6.522805207525309
1359,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:1361,-16.48556393275517,-6.519475231508687
6416,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:420,-16.450510181868548,-6.505612675055721
18850,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:914,-16.44339154744488,-6.50279749924514
18165,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:167,-16.433456916643674,-6.498868693430135
10401,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1686,-16.38799673495294,-6.480890750439434
5292,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:694,-16.323155004854108,-6.455248069662978
14110,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1259,-16.313338253473955,-6.451365881116814
21278,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:1018,-16.259922457141215,-6.430241765339938
42469,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:777,-16.257215585293665,-6.429171290345152
22482,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:741,-16.23267741988799,-6.419467287361602
42312,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:622,-16.22693611614376,-6.417196798604908
29466,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:878,-16.211088615099488,-6.41092965536608
13409,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:577,-16.201905761221237,-6.407298151545039
36649,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:320,-16.190797056765575,-6.402905039859672
42566,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:874,-16.18690014059023,-6.401363943140867
32553,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1296,-16.17803994318901,-6.397860038892328
10697,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:194,-16.175283335475186,-6.396769895067916
30174,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:308,-16.150346124706786,-6.386908083327009
27986,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:830,-16.124905032688176,-6.376847003830159
5858,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1280,-16.117142745863838,-6.373777285566497
41589,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1589,-16.115464244907276,-6.3731134959953915
35031,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:964,-16.113842606301528,-6.372472193534175
5414,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:822,-16.100866050697505,-6.367340410769823
40520,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:506,-16.076482687739393,-6.357697626845978
34025,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:1017,-16.069880926823032,-6.355086856783508
5933,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1355,-16.050289960310064,-6.347339301318399
35231,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1174,-16.040312470684448,-6.343393546308006
9481,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:771,-16.035823389139935,-6.341618268491544
28027,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:870,-16.00286286806342,-6.328583512649859
15441,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:96,-15.99781111519479,-6.326585717619183
31382,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:170,-15.995991217915904,-6.325866010651198
5654,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1070,-15.973377215637296,-6.316922948203225
26917,urn:cts:greekLit:tlg0085.tlg007.perseus-grc2:799,-15.932471986027219,-6.300746332567274
44327,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:964,-15.918835565144262,-6.295353595712442
27842,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:688,-15.914258348772162,-6.293543463593888
24740,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:75,-15.902455177320666,-6.288875714025528
9844,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1117,-15.890921593263943,-6.2843145770274225
27527,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:365,-15.890034669731547,-6.283963829183716
9057,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:359,-15.888046283967405,-6.283177490797423
5035,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:430,-15.861324818362466,-6.27261006745227
35789,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2:201,-15.853602872077238,-6.269556302488516
10906,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:400,-15.817187137938884,-6.255155128363043
8186,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:927,-15.817102184148272,-6.2551215320519935
24894,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:228,-15.802082777247044,-6.249181871650693
18022,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:17,-15.793406869806292,-6.245750847762062
8485,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1225,-15.771727259802692,-6.237177305417755
29009,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:408,-15.767518547827757,-6.235512904151953
22284,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:537,-15.763034962877995,-6.233739800050233
24933,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:267,-15.748818891459884,-6.228117831285452
34950,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:883,-15.736981201094792,-6.223436430670449
542,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:549,-15.724774607254549,-6.218609141381034
44827,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1480,-15.723274307483091,-6.218015824267967
23280,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:380,-15.684866892818869,-6.202827008790921
8617,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1356,-15.683738218933211,-6.2023806569723225
43721,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:332,-15.674563601519981,-6.198752410390762
623,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:628,-15.668003813256313,-6.196158239073155
18768,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:812,-15.654704182380682,-6.190898691117407
6766,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:785,-15.626626549696702,-6.179794950196607
26013,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:1331,-15.592712287821993,-6.166383022573811
37687,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:275,-15.58703748776544,-6.164138833745127
11015,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:509,-15.57646875786775,-6.159959263481255
43804,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:415,-15.574601488910284,-6.159220822638805
7014,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1031,-15.54544257135212,-6.1476894706284355
20845,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:587,-15.529467346045944,-6.141371816823797
41776,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:100,-15.512941168144579,-6.134836280160391
21618,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:1363,-15.49412909292139,-6.127396749491551
636,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:641,-15.484694696715565,-6.123665769305552
30103,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:238,-15.481697336839972,-6.122480416256754
38091,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:645,-15.456918308187017,-6.112681160118308
2884,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:1004,-15.452518862338415,-6.110941330145896
24955,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:289,-15.449255396455557,-6.109650741296225
13603,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:769,-15.446728325130607,-6.108651371242615
18543,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:560,-15.43467507704424,-6.103884724940503
27982,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:826,-15.432079584873154,-6.102858296788455
6690,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:702,-15.42075359743421,-6.098379257134017
18009,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:4,-15.40998963728517,-6.094122480000347
34016,urn:cts:greekLit:tlg0085.tlg004.perseus-grc2:1008,-15.407586713546852,-6.0931722060601246
35165,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1108,-15.399256555097107,-6.089877914041412
6669,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:681,-15.398090376999498,-6.0894167305930385
41225,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1225,-15.383793455727572,-6.083762788483483
37961,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:539,-15.37708626439101,-6.081110324305124
34471,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:388,-15.34888673219637,-6.069958376307893
16966,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:245,-15.34446517810348,-6.068209803282976
18841,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:905,-15.302376975698628,-6.051565362471827
24454,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1507,-15.276637453688618,-6.041386264146794
8183,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:924,-15.260817713648606,-6.035130099433203
8263,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1007,-15.260817713648606,-6.035130099433203
17780,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:1070,-15.247903170254125,-6.030022840371273
44475,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:1122,-15.23782007085827,-6.026035320318198
42628,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:936,-15.236739943093609,-6.025608166825767
23470,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:571,-15.236591972970185,-6.025549649715973
37390,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:1052,-15.227577878191603,-6.0219848843319586
37403,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:5,-15.22250540896163,-6.0199788966907555
41808,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:132,-15.212160254674778,-6.015887742914373
10072,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1350,-15.207626245627644,-6.0140946978112275
22536,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:795,-15.186547461182041,-6.005758761372294
3829,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:867,-15.183833127022037,-6.004685335288821
24867,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2:202,-15.18232361521903,-6.004088375133164
35534,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1469,-15.177866714255343,-6.00232582363292
8298,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:1040,-15.172924145684865,-6.000371207248143
15647,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2:296,-15.154671606470826,-5.9931529538839605
42657,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:965,-15.148832010613763,-5.99084359396716
19349,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:83,-15.141354435057558,-5.987886469247056
37772,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:359,-15.137121330056726,-5.986212421375968
2225,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:337,-15.1326163092245,-5.984430840117788
10937,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:431,-15.127154502970749,-5.982270883034374
7222,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1243,-15.126558047469231,-5.982035005336487
30879,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2:1008,-15.091499874832337,-5.968170700232912
18764,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:806,-15.089031270043867,-5.967194451689614
13075,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:246,-15.08680658968717,-5.966314666894706
41818,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:142,-15.066210169659243,-5.958169489042281
7018,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:1035,-15.054567343704377,-5.953565150619457
731,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:739,-15.04793780529381,-5.950943395510543
32328,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1075,-15.037208773691406,-5.9467004314193375
43145,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:1445,-15.035860748261651,-5.946167333586799
6415,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2:419,-15.028068399519793,-5.943085726865607
154,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2:155,-15.014336044781789,-5.937655051460756
32870,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:1613,-15.014256770930228,-5.937623701370831
20842,urn:cts:greekLit:tlg0011.tlg006.perseus-grc2:584,-14.969272733864464,-5.919834057251904
18017,urn:cts:greekLit:tlg0011.tlg002.perseus-grc2:12,-14.96851577424779,-5.919534705680293
24599,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:1628,-14.966311565183034,-5.918663016579372
31274,urn:cts:greekLit:tlg0006.tlg015.perseus-grc2:64,-14.96117845375812,-5.916633047029539
42662,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2:970,-14.955823793909694,-5.914515462675291
14203,urn:cts:greekLit:tlg0006.tlg017.perseus-grc2:1350,-14.95409208132376,-5.913830629729439
17270,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:548,-14.947903633085536,-5.911383310658334
35191,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1134,-14.941683810189115,-5.908923583985773
20139,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:868,-14.918706039032125,-5.899836663420343
41362,urn:cts:greekLit:tlg0085.tlg005.perseus-grc2:1362,-14.911325365242547,-5.896917860026097
3276,urn:cts:greekLit:tlg0006.tlg018.perseus-grc2:320,-14.891191090118852,-5.888955444635956
22462,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:721,-14.884197236439789,-5.8861896153310305
37458,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:60,-14.883690482152126,-5.885989211387291
11700,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:1183,-14.879304984491874,-5.884254897445076
34997,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:930,-14.870077681463187,-5.880605815509236
20029,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:758,-14.86060446063336,-5.876859481515774
10351,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:1638,-14.854621105514083,-5.874493269740395
36450,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:122,-14.850806311816475,-5.8729846496454865
2072,urn:cts:greekLit:tlg0085.tlg002.perseus-grc2:169,-14.844135479759348,-5.870346564315351
29509,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:921,-14.825269578325752,-5.862885747226042
5608,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1024,-14.817193449324574,-5.859691915143353
12245,urn:cts:greekLit:tlg0085.tlg006.perseus-grc2:495,-14.816327724861214,-5.859349550804517
44223,urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:852,-14.816037535129471,-5.859234790716464
34837,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:764,-14.809161141242834,-5.856515412731645
5604,urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:1020,-14.806770514429827,-5.855570001803711
36886,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2:557,-14.800187772959474,-5.852966753279945
8746,urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:62,-14.796672663361612,-5.851576647970065
7859,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2:588,-14.787986578975236,-5.848141599448415
38703,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2:1254,-14.78552136784241,-5.8471666929795525
35192,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1135,-14.777919909733997,-5.844160576958087
11701,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2:1184,-14.771407616288668,-5.841585188212496
35172,urn:cts:greekLit:tlg0011.tlg005.perseus-grc2:1115,-14.7699520759627,-5.841009571925281
17163,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2:437,-14.76665075151099,-5.839704011309831
20164,urn:cts:greekLit:tlg0006.tlg019.perseus-grc2:893,-14.759689004382002,-5.836950879044499
28822,urn:cts:greekLit:tlg0011.tlg001.perseus-grc2:220,-14.7511227366912,-5.8335632139173335
22873,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2:1130,-14.74286114025368,-5.830296035823405
23619,urn:cts:greekLit:tlg0006.tlg016.perseus-grc2:721,-14.731461894786444,-5.8257880251308585
28596,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2:1446,-14.722416983315131,-5.8222110728016
